time,minimal_clock,minimal_sine
0.158,0.158,0.83752804004214
0.159,0.159,0.840944582298167
0.16,0.16,0.844327925502014
0.161,0.161,0.847677936085082
0.162,0.162,0.85099448179469
0.163,0.163,0.854277431699294
0.164,0.164,0.857526656193651
0.165,0.165,0.860742027003942
0.166,0.166,0.863923417192834
0.167,0.167,0.867070701164488
0.168,0.168,0.870183754669524
0.169,0.169,0.873262454809918
0.17,0.17,0.876306680043862
0.171,0.171,0.879316310190555
0.172,0.172,0.882291226434952
0.173,0.173,0.885231311332453
0.174,0.174,0.888136448813543
0.175,0.175,0.891006524188366
0.176,0.176,0.893841424151262
0.177,0.177,0.896641036785234
0.178,0.178,0.899405251566369
0.179,0.179,0.902133959368201
0.18,0.18,0.904827052466018
0.181,0.181,0.907484424541115
0.182,0.182,0.910105970684994
0.183,0.183,0.912691587403501
0.184,0.184,0.915241172620916
0.185,0.185,0.917754625683979
0.186,0.186,0.920231847365869
0.187,0.187,0.922672739870113
0.188,0.188,0.925077206834456
0.189,0.189,0.927445153334659
0.19,0.19,0.92977648588825
0.191,0.191,0.932071112458209
0.192,0.192,0.93432894245661
0.193,0.193,0.93654988674819
0.194,0.194,0.938733857653872
0.195,0.195,0.940880768954224
0.196,0.196,0.942990535892863
0.197,0.197,0.945063075179803
0.198,0.198,0.947098304994742
0.199,0.199,0.949096144990292
0.2,0.2,0.951056516295151
0.201,0.201,0.952979341517217
0.202,0.202,0.954864544746641
0.203,0.203,0.956712051558828
0.204,0.204,0.958521789017374
0.205,0.205,0.960293685676941
0.206,0.206,0.962027671586083
0.207,0.207,0.963723678290007
0.208,0.208,0.965381638833271
0.209,0.209,0.967001487762433
0.21,0.21,0.968583161128629
0.211,0.211,0.970126596490103
0.212,0.212,0.971631732914671
0.213,0.213,0.973098510982124
0.214,0.214,0.974526872786574
0.215,0.215,0.975916761938745
0.216,0.216,0.977268123568191
0.217,0.217,0.978580904325469
0.218,0.218,0.979855052384244
0.219,0.219,0.981090517443331
0.22,0.22,0.982287250728686
0.221,0.221,0.983445204995327
0.222,0.222,0.984564334529202
0.223,0.223,0.985644595148995
0.224,0.224,0.986685944207865
0.225,0.225,0.987688340595134
0.226,0.226,0.988651744737911
0.227,0.227,0.989576118602648
0.228,0.228,0.990461425696648
0.229,0.229,0.991307631069503
0.23,0.23,0.992114701314475
0.231,0.231,0.99288260456981
0.232,0.232,0.993611310520005
0.233,0.233,0.994300790396996
0.234,0.234,0.994951016981297
0.235,0.235,0.995561964603077
0.236,0.236,0.996133609143169
0.237,0.237,0.996665928034026
0.238,0.238,0.99715890026061
0.239,0.239,0.997612506361222
0.24,0.24,0.998026728428268
0.241,0.241,0.998401550108972
0.242,0.242,0.998736956606014
0.243,0.243,0.999032934678121
0.244,0.244,0.999289472640586
0.245,0.245,0.999506560365728
0.246,0.246,0.999684189283297
0.247,0.247,0.999822352380805
0.248,0.248,0.999921044203813
0.249,0.249,0.999980260856134
0.25,0.25,0.999999999999996
0.251,0.251,0.999980260856133
0.252,0.252,0.999921044203812
0.253,0.253,0.999822352380805
0.254,0.254,0.999684189283296
0.255,0.255,0.999506560365728
0.256,0.256,0.999289472640586
0.257,0.257,0.999032934678121
0.258,0.258,0.998736956606014
0.259,0.259,0.998401550108971
0.26,0.26,0.998026728428268
0.261,0.261,0.997612506361221
0.262,0.262,0.99715890026061
0.263,0.263,0.996665928034026
0.264,0.264,0.996133609143169
0.265,0.265,0.995561964603076
0.266,0.266,0.994951016981297
0.267,0.267,0.994300790396995
0.268,0.268,0.993611310520005
0.269,0.269,0.99288260456981
0.27,0.27,0.992114701314474
0.271,0.271,0.991307631069503
0.272,0.272,0.990461425696648
0.273,0.273,0.989576118602647
0.274,0.274,0.988651744737911
0.275,0.275,0.987688340595134
0.276,0.276,0.986685944207864
0.277,0.277,0.985644595148994
0.278,0.278,0.984564334529202
0.279,0.279,0.983445204995326
0.28,0.28,0.982287250728685
0.281,0.281,0.98109051744333
0.282,0.282,0.979855052384243
0.283,0.283,0.978580904325468
0.284,0.284,0.97726812356819
0.285,0.285,0.975916761938744
0.286,0.286,0.974526872786573
0.287,0.287,0.973098510982123
0.288,0.288,0.97163173291467
0.289,0.289,0.970126596490102
0.29,0.29,0.968583161128627
0.291,0.291,0.967001487762431
0.292,0.292,0.96538163883327
0.293,0.293,0.963723678290006
0.294,0.294,0.962027671586082
0.295,0.295,0.960293685676939
0.296,0.296,0.958521789017372
0.297,0.297,0.956712051558827
0.298,0.298,0.954864544746639
0.299,0.299,0.952979341517215
0.3,0.3,0.95105651629515
0.301,0.301,0.949096144990291
0.302,0.302,0.94709830499474
0.303,0.303,0.945063075179801
0.304,0.304,0.94299053589286
0.305,0.305,0.940880768954221
0.306,0.306,0.93873385765387
0.307,0.307,0.936549886748189
0.308,0.308,0.934328942456608
0.309,0.309,0.932071112458207
0.31,0.31,0.929776485888247
0.311,0.311,0.927445153334657
0.312,0.312,0.925077206834454
0.313,0.313,0.922672739870111
0.314,0.314,0.920231847365866
0.315,0.315,0.917754625683977
0.316,0.316,0.915241172620914
0.317,0.317,0.912691587403499
0.318,0.318,0.910105970684992
0.319,0.319,0.907484424541113
0.32,0.32,0.904827052466016
0.321,0.321,0.902133959368199
0.322,0.322,0.899405251566367
0.323,0.323,0.896641036785232
0.324,0.324,0.89384142415126
0.325,0.325,0.891006524188364
0.326,0.326,0.888136448813541
0.327,0.327,0.885231311332451
0.328,0.328,0.882291226434949
0.329,0.329,0.879316310190552
0.33,0.33,0.87630668004386
0.331,0.331,0.873262454809916
0.332,0.332,0.870183754669522
0.333,0.333,0.867070701164486
0.334,0.334,0.863923417192832
0.335,0.335,0.86074202700394
0.336,0.336,0.857526656193648
0.337,0.337,0.854277431699291
0.338,0.338,0.850994481794688
0.339,0.339,0.847677936085079
0.34,0.34,0.844327925502012
0.341,0.341,0.840944582298166
0.342,0.342,0.837528040042138
0.343,0.343,0.834078433613168
0.344,0.344,0.830595899195809
0.345,0.345,0.827080574274558
0.346,0.346,0.823532597628424
0.347,0.347,0.819952109325449
0.348,0.348,0.81633925071718
0.349,0.349,0.81269416443309
0.35,0.35,0.809016994374944
0.351,0.351,0.805307885711118
0.352,0.352,0.801566984870873
0.353,0.353,0.797794439538567
0.354,0.354,0.793990398647831
0.355,0.355,0.790155012375686
0.356,0.356,0.786288432136615
0.357,0.357,0.782390810576584
0.358,0.358,0.77846230156702
0.359,0.359,0.77450306019873
0.36,0.36,0.770513242775785
0.361,0.361,0.766493006809346
0.362,0.362,0.762442511011444
0.363,0.363,0.758361915288718
0.364,0.364,0.7542513807361
0.365,0.365,0.750111069630456
0.366,0.366,0.745941145424178
0.367,0.367,0.741741772738735
0.368,0.368,0.73751311735817
0.369,0.369,0.733255346222556
0.37,0.37,0.728968627421408
0.371,0.371,0.724653130187043
0.372,0.372,0.720309024887903
0.373,0.373,0.715936483021827
0.374,0.374,0.711535677209281
0.375,0.375,0.707106781186543
0.376,0.376,0.702649969798845
0.377,0.377,0.698165418993469
0.378,0.378,0.693653305812801
0.379,0.379,0.689113808387344
0.38,0.38,0.684547105928685
0.381,0.381,0.679953378722415
0.382,0.382,0.675332808121021
0.383,0.383,0.670685576536716
0.384,0.384,0.666011867434248
0.385,0.385,0.661311865323648
0.386,0.386,0.656585755752953
0.387,0.387,0.651833725300875
0.388,0.388,0.647055961569441
0.389,0.389,0.642252653176581
0.39,0.39,0.637423989748686
0.391,0.391,0.632570161913121
0.392,0.392,0.627691361290697
0.393,0.393,0.622787780488109
0.394,0.394,0.617859613090331
0.395,0.395,0.612907053652973
0.396,0.396,0.607930297694602
0.397,0.397,0.602929541689021
0.398,0.398,0.597904983057515
0.399,0.399,0.592856820161056
0.4,0.4,0.58778525229247
0.401,0.401,0.582690479668573
0.402,0.402,0.577572703422264
0.403,0.403,0.572432125594588
0.404,0.404,0.567268949126753
0.405,0.405,0.562083377852127
0.406,0.406,0.556875616488185
0.407,0.407,0.551645870628427
0.408,0.408,0.546394346734266
0.409,0.409,0.541121252126873
0.41,0.41,0.535826794978994
0.411,0.411,0.530511184306731
0.412,0.412,0.525174629961293
0.413,0.413,0.519817342620707
0.414,0.414,0.514439533781503
0.415,0.415,0.509041415750368
0.416,0.416,0.503623201635758
0.417,0.417,0.498185105339488
0.418,0.418,0.492727341548289
0.419,0.419,0.48725012572533
0.42,0.42,0.481753674101713
0.421,0.421,0.476238203667936
0.422,0.422,0.47070393216533
0.423,0.423,0.465151078077456
0.424,0.424,0.459579860621485
0.425,0.425,0.453990499739544
0.426,0.426,0.44838321609003
0.427,0.427,0.442758231038899
0.428,0.428,0.43711576665093
0.429,0.429,0.431456045680956
0.43,0.43,0.42577929156507
0.431,0.431,0.420085728411804
0.432,0.432,0.414375580993282
0.433,0.433,0.408649074736347
0.434,0.434,0.40290643571366
0.435,0.435,0.397147890634778
0.436,0.436,0.3913736668372
0.437,0.437,0.385583992277394
0.438,0.438,0.379779095521799
0.439,0.439,0.373959205737798
0.44,0.44,0.368124552684676
0.441,0.441,0.362275366704544
0.442,0.442,0.356411878713249
0.443,0.443,0.350534320191257
0.444,0.444,0.344642923174515
0.445,0.445,0.338737920245289
0.446,0.446,0.332819544522985
0.447,0.447,0.326888029654941
0.448,0.448,0.320943609807208
0.449,0.449,0.314986519655303
0.45,0.45,0.309016994374946
0.451,0.451,0.303035269632772
0.452,0.452,0.297041581577033
0.453,0.453,0.29103616682827
0.454,0.454,0.285019262469974
0.455,0.455,0.278991106039227
0.456,0.456,0.272951935517324
0.457,0.457,0.266901989320374
0.458,0.458,0.260841506289895
0.459,0.459,0.254770725683381
0.46,0.46,0.248689887164853
0.461,0.461,0.242599230795406
0.462,0.462,0.236498997023723
0.463,0.463,0.230389426676589
0.464,0.464,0.22427076094938
0.465,0.465,0.218143241396541
0.466,0.466,0.212007109922053
0.467,0.467,0.20586260876988
0.468,0.468,0.199709980514406
0.469,0.469,0.193549468050859
0.47,0.47,0.187381314585724
0.471,0.471,0.181205763627136
0.472,0.472,0.175023058975275
0.473,0.473,0.168833444712733
0.474,0.474,0.162637165194883
0.475,0.475,0.15643446504023
0.476,0.476,0.150225589120756
0.477,0.477,0.144010782552251
0.478,0.478,0.137790290684637
0.479,0.479,0.131564359092282
0.48,0.48,0.125333233564304
0.481,0.481,0.119097160094869
0.482,0.482,0.112856384873481
0.483,0.483,0.106611154275259
0.484,0.484,0.100361714851214
0.485,0.485,0.0941083133185138
0.486,0.486,0.0878511965507427
0.487,0.487,0.0815906115681572
0.488,0.488,0.0753268055279324
0.489,0.489,0.0690600257144055
0.49,0.49,0.0627905195293131
0.491,0.491,0.0565185344820243
0.492,0.492,0.0502443181797694
0.493,0.493,0.0439681183178648
0.494,0.494,0.0376901826699344
0.495,0.495,0.0314107590781283
0.496,0.496,0.0251300954433375
0.497,0.497,0.0188484397154082
0.498,0.498,0.0125660398833527
0.499,0.499,0.00628314396555909
0.5,0.5,1.81278603239576e-16
0.501,0.501,-0.00628314396555872
0.502,0.502,-0.0125660398833523
0.503,0.503,-0.0188484397154079
0.504,0.504,-0.0251300954433371
0.505,0.505,-0.0314107590781279
0.506,0.506,-0.0376901826699341
0.507,0.507,-0.0439681183178644
0.508,0.508,-0.050244318179769
0.509,0.509,-0.0565185344820239
0.51,0.51,-0.0627905195293127
0.511,0.511,-0.0690600257144051
0.512,0.512,-0.0753268055279319
0.513,0.513,-0.0815906115681567
0.514,0.514,-0.0878511965507423
0.515,0.515,-0.0941083133185134
0.516,0.516,-0.100361714851214
0.517,0.517,-0.106611154275259
0.518,0.518,-0.112856384873481
0.519,0.519,-0.119097160094869
0.52,0.52,-0.125333233564303
0.521,0.521,-0.131564359092281
0.522,0.522,-0.137790290684637
0.523,0.523,-0.144010782552251
0.524,0.524,-0.150225589120756
0.525,0.525,-0.156434465040229
0.526,0.526,-0.162637165194882
0.527,0.527,-0.168833444712732
0.528,0.528,-0.175023058975274
0.529,0.529,-0.181205763627136
0.53,0.53,-0.187381314585723
0.531,0.531,-0.193549468050858
0.532,0.532,-0.199709980514405
0.533,0.533,-0.205862608769879
0.534,0.534,-0.212007109922053
0.535,0.535,-0.218143241396541
0.536,0.536,-0.224270760949379
0.537,0.537,-0.230389426676588
0.538,0.538,-0.236498997023723
0.539,0.539,-0.242599230795405
0.54,0.54,-0.248689887164853
0.541,0.541,-0.25477072568338
0.542,0.542,-0.260841506289895
0.543,0.543,-0.266901989320373
0.544,0.544,-0.272951935517323
0.545,0.545,-0.278991106039227
0.546,0.546,-0.285019262469974
0.547,0.547,-0.291036166828269
0.548,0.548,-0.297041581577032
0.549,0.549,-0.303035269632771
0.55,0.55,-0.309016994374945
0.551,0.551,-0.314986519655302
0.552,0.552,-0.320943609807207
0.553,0.553,-0.32688802965494
0.554,0.554,-0.332819544522984
0.555,0.555,-0.338737920245288
0.556,0.556,-0.344642923174514
0.557,0.557,-0.350534320191256
0.558,0.558,-0.356411878713248
0.559,0.559,-0.362275366704542
0.56,0.56,-0.368124552684675
0.561,0.561,-0.373959205737797
0.562,0.562,-0.379779095521798
0.563,0.563,-0.385583992277393
0.564,0.564,-0.391373666837199
0.565,0.565,-0.397147890634777
0.566,0.566,-0.402906435713659
0.567,0.567,-0.408649074736345
0.568,0.568,-0.41437558099328
0.569,0.569,-0.420085728411802
0.57,0.57,-0.425779291565069
0.571,0.571,-0.431456045680955
0.572,0.572,-0.437115766650929
0.573,0.573,-0.442758231038897
0.574,0.574,-0.448383216090028
0.575,0.575,-0.453990499739543
0.576,0.576,-0.459579860621484
0.577,0.577,-0.465151078077454
0.578,0.578,-0.470703932165328
0.579,0.579,-0.476238203667935
0.58,0.58,-0.481753674101711
0.581,0.581,-0.487250125725328
0.582,0.582,-0.492727341548287
0.583,0.583,-0.498185105339486
0.584,0.584,-0.503623201635756
0.585,0.585,-0.509041415750367
0.586,0.586,-0.514439533781502
0.587,0.587,-0.519817342620705
0.588,0.588,-0.525174629961291
0.589,0.589,-0.530511184306729
0.59,0.59,-0.535826794978992
0.591,0.591,-0.541121252126871
0.592,0.592,-0.546394346734264
0.593,0.593,-0.551645870628426
0.594,0.594,-0.556875616488183
0.595,0.595,-0.562083377852126
0.596,0.596,-0.567268949126751
0.597,0.597,-0.572432125594586
0.598,0.598,-0.577572703422263
0.599,0.599,-0.582690479668571
0.6,0.6,-0.587785252292468
0.601,0.601,-0.592856820161054
0.602,0.602,-0.597904983057513
0.603,0.603,-0.602929541689019
0.604,0.604,-0.6079302976946
0.605,0.605,-0.612907053652971
0.606,0.606,-0.617859613090329
0.607,0.607,-0.622787780488107
0.608,0.608,-0.627691361290695
0.609,0.609,-0.632570161913119
0.61,0.61,-0.637423989748684
0.611,0.611,-0.642252653176579
0.612,0.612,-0.647055961569439
0.613,0.613,-0.651833725300873
0.614,0.614,-0.656585755752951
0.615,0.615,-0.661311865323646
0.616,0.616,-0.666011867434246
0.617,0.617,-0.670685576536714
0.618,0.618,-0.675332808121018
0.619,0.619,-0.679953378722413
0.62,0.62,-0.684547105928682
0.621,0.621,-0.689113808387342
0.622,0.622,-0.693653305812799
0.623,0.623,-0.698165418993466
0.624,0.624,-0.702649969798843
0.625,0.625,-0.707106781186541
0.626,0.626,-0.711535677209279
0.627,0.627,-0.715936483021825
0.628,0.628,-0.7203090248879
0.629,0.629,-0.72465313018704
0.63,0.63,-0.728968627421405
0.631,0.631,-0.733255346222553
0.632,0.632,-0.737513117358167
0.633,0.633,-0.741741772738732
0.634,0.634,-0.745941145424175
0.635,0.635,-0.750111069630452
0.636,0.636,-0.754251380736096
0.637,0.637,-0.758361915288714
0.638,0.638,-0.76244251101144
0.639,0.639,-0.766493006809342
0.64,0.64,-0.770513242775782
0.641,0.641,-0.774503060198726
0.642,0.642,-0.778462301567016
0.643,0.643,-0.78239081057658
0.644,0.644,-0.786288432136611
0.645,0.645,-0.790155012375682
0.646,0.646,-0.793990398647827
0.647,0.647,-0.797794439538563
0.648,0.648,-0.801566984870869
0.649,0.649,-0.805307885711114
0.65,0.65,-0.809016994374939
0.651,0.651,-0.812694164433086
0.652,0.652,-0.816339250717175
0.653,0.653,-0.819952109325444
0.654,0.654,-0.823532597628419
0.655,0.655,-0.827080574274553
0.656,0.656,-0.830595899195804
0.657,0.657,-0.834078433613163
0.658,0.658,-0.837528040042133
0.659,0.659,-0.840944582298161
0.66,0.66,-0.844327925502006
0.661,0.661,-0.847677936085075
0.662,0.662,-0.850994481794683
0.663,0.663,-0.854277431699286
0.664,0.664,-0.857526656193643
0.665,0.665,-0.860742027003935
0.666,0.666,-0.863923417192827
0.667,0.667,-0.867070701164481
0.668,0.668,-0.870183754669517
0.669,0.669,-0.873262454809911
0.67,0.67,-0.876306680043855
0.671,0.671,-0.879316310190547
0.672,0.672,-0.882291226434944
0.673,0.673,-0.885231311332446
0.674,0.674,-0.888136448813535
0.675,0.675,-0.891006524188359
0.676,0.676,-0.893841424151255
0.677,0.677,-0.896641036785227
0.678,0.678,-0.899405251566362
0.679,0.679,-0.902133959368194
0.68,0.68,-0.90482705246601
0.681,0.681,-0.907484424541108
0.682,0.682,-0.910105970684986
0.683,0.683,-0.912691587403494
0.684,0.684,-0.915241172620908
0.685,0.685,-0.917754625683972
0.686,0.686,-0.920231847365861
0.687,0.687,-0.922672739870106
0.688,0.688,-0.925077206834449
0.689,0.689,-0.927445153334652
0.69,0.69,-0.929776485888242
0.691,0.691,-0.932071112458202
0.692,0.692,-0.934328942456603
0.693,0.693,-0.936549886748183
0.694,0.694,-0.938733857653865
0.695,0.695,-0.940880768954216
0.696,0.696,-0.942990535892855
0.697,0.697,-0.945063075179795
0.698,0.698,-0.947098304994735
0.699,0.699,-0.949096144990285
0.7,0.7,-0.951056516295144
0.701,0.701,-0.952979341517209
0.702,0.702,-0.954864544746633
0.703,0.703,-0.956712051558821
0.704,0.704,-0.958521789017366
0.705,0.705,-0.960293685676933
0.706,0.706,-0.962027671586076
0.707,0.707,-0.96372367829
0.708,0.708,-0.965381638833264
0.709,0.709,-0.967001487762425
0.71,0.71,-0.968583161128621
0.711,0.711,-0.970126596490096
0.712,0.712,-0.971631732914664
0.713,0.713,-0.973098510982116
0.714,0.714,-0.974526872786567
0.715,0.715,-0.975916761938737
0.716,0.716,-0.977268123568183
0.717,0.717,-0.978580904325462
0.718,0.718,-0.979855052384237
0.719,0.719,-0.981090517443324
0.72,0.72,-0.982287250728678
0.721,0.721,-0.983445204995319
0.722,0.722,-0.984564334529195
0.723,0.723,-0.985644595148987
0.724,0.724,-0.986685944207857
0.725,0.725,-0.987688340595127
0.726,0.726,-0.988651744737903
0.727,0.727,-0.98957611860264
0.728,0.728,-0.99046142569664
0.729,0.729,-0.991307631069496
0.73,0.73,-0.992114701314467
0.731,0.731,-0.992882604569803
0.732,0.732,-0.993611310519998
0.733,0.733,-0.994300790396988
0.734,0.734,-0.994951016981289
0.735,0.735,-0.995561964603069
0.736,0.736,-0.996133609143162
0.737,0.737,-0.996665928034019
0.738,0.738,-0.997158900260603
0.739,0.739,-0.997612506361214
0.74,0.74,-0.998026728428261
0.741,0.741,-0.998401550108964
0.742,0.742,-0.998736956606007
0.743,0.743,-0.999032934678114
0.744,0.744,-0.999289472640578
0.745,0.745,-0.999506560365721
0.746,0.746,-0.999684189283289
0.747,0.747,-0.999822352380798
0.748,0.748,-0.999921044203805
0.749,0.749,-0.999980260856126
0.75,0.75,-0.999999999999989
0.751,0.751,-0.999980260856126
0.752,0.752,-0.999921044203805
0.753,0.753,-0.999822352380798
0.754,0.754,-0.999684189283289
0.755,0.755,-0.999506560365721
0.756,0.756,-0.999289472640578
0.757,0.757,-0.999032934678114
0.758,0.758,-0.998736956606007
0.759,0.759,-0.998401550108964
0.76,0.76,-0.99802672842826
0.761,0.761,-0.997612506361214
0.762,0.762,-0.997158900260603
0.763,0.763,-0.996665928034019
0.764,0.764,-0.996133609143161
0.765,0.765,-0.995561964603069
0.766,0.766,-0.994951016981289
0.767,0.767,-0.994300790396988
0.768,0.768,-0.993611310519998
0.769,0.769,-0.992882604569803
0.77,0.77,-0.992114701314467
0.771,0.771,-0.991307631069496
0.772,0.772,-0.99046142569664
0.773,0.773,-0.98957611860264
0.774,0.774,-0.988651744737903
0.775,0.775,-0.987688340595127
0.776,0.776,-0.986685944207857
0.777,0.777,-0.985644595148987
0.778,0.778,-0.984564334529194
0.779,0.779,-0.983445204995319
0.78,0.78,-0.982287250728678
0.781,0.781,-0.981090517443323
0.782,0.782,-0.979855052384236
0.783,0.783,-0.978580904325461
0.784,0.784,-0.977268123568183
0.785,0.785,-0.975916761938737
0.786,0.786,-0.974526872786566
0.787,0.787,-0.973098510982116
0.788,0.788,-0.971631732914663
0.789,0.789,-0.970126596490095
0.79,0.79,-0.96858316112862
0.791,0.791,-0.967001487762424
0.792,0.792,-0.965381638833263
0.793,0.793,-0.963723678289999
0.794,0.794,-0.962027671586075
0.795,0.795,-0.960293685676933
0.796,0.796,-0.958521789017365
0.797,0.797,-0.95671205155882
0.798,0.798,-0.954864544746632
0.799,0.799,-0.952979341517208
0.8,0.8,-0.951056516295143
0.801,0.801,-0.949096144990284
0.802,0.802,-0.947098304994734
0.803,0.803,-0.945063075179794
0.804,0.804,-0.942990535892854
0.805,0.805,-0.940880768954215
0.806,0.806,-0.938733857653863
0.807,0.807,-0.936549886748182
0.808,0.808,-0.934328942456601
0.809,0.809,-0.9320711124582
0.81,0.81,-0.929776485888241
0.811,0.811,-0.927445153334651
0.812,0.812,-0.925077206834448
0.813,0.813,-0.922672739870104
0.814,0.814,-0.92023184736586
0.815,0.815,-0.917754625683971
0.816,0.816,-0.915241172620907
0.817,0.817,-0.912691587403493
0.818,0.818,-0.910105970684986
0.819,0.819,-0.907484424541107
0.82,0.82,-0.904827052466009
0.821,0.821,-0.902133959368193
0.822,0.822,-0.899405251566361
0.823,0.823,-0.896641036785226
0.824,0.824,-0.893841424151254
0.825,0.825,-0.891006524188358
0.826,0.826,-0.888136448813535
0.827,0.827,-0.885231311332446
0.828,0.828,-0.882291226434944
0.829,0.829,-0.879316310190547
0.83,0.83,-0.876306680043854
0.831,0.831,-0.873262454809911
0.832,0.832,-0.870183754669516
0.833,0.833,-0.86707070116448
0.834,0.834,-0.863923417192826
0.835,0.835,-0.860742027003934
0.836,0.836,-0.857526656193642
0.837,0.837,-0.854277431699286
0.838,0.838,-0.850994481794682
0.839,0.839,-0.847677936085074
0.84,0.84,-0.844327925502006
0.841,0.841,-0.84094458229816
0.842,0.842,-0.837528040042133
0.843,0.843,-0.834078433613162
0.844,0.844,-0.830595899195803
0.845,0.845,-0.827080574274553
0.846,0.846,-0.823532597628418
0.847,0.847,-0.819952109325443
0.848,0.848,-0.816339250717175
